delivery_id,ship_date,region,carrier,route_type,distance_miles,promised_days,actual_days,late_delivery,delay_days
80815,2025-06-22,Northeast,DHL,Suburban,340.6,2,2,0,0
80816,2025-09-14,Midwest,DHL,Suburban,752.8,3,2,0,0
80817,2025-07-22,Midwest,UPS,Suburban,94.7,5,6,1,1
80818,2025-03-18,West,USPS,Urban,522.5,3,2,0,0
80819,2025-04-13,Northeast,FedEx,Urban,347.0,2,2,0,0
80820,2025-08-14,South,USPS,Urban,304.6,2,2,0,0
80821,2025-08-14,West,UPS,Rural,171.5,2,4,1,2
80822,2025-08-15,Midwest,FedEx,Urban,145.2,2,2,0,0
80823,2025-04-06,Midwest,UPS,Rural,415.4,5,5,0,0
80824,2025-03-17,Midwest,DHL,Urban,305.1,1,3,1,2
80825,2025-02-02,South,UPS,Urban,395.8,2,1,0,0
80826,2025-03-23,Midwest,DHL,Urban,160.8,3,4,1,1
80827,2025-03-10,West,UPS,Rural,283.4,2,3,1,1
80828,2025-12-05,West,DHL,Urban,797.2,5,8,1,3
80829,2025-08-07,West,USPS,Urban,297.6,2,3,1,1
80830,2025-12-28,Midwest,DHL,Rural,333.1,5,7,1,2
80831,2025-12-24,South,USPS,Suburban,20.8,3,2,0,0
80832,2025-10-29,South,DHL,Rural,307.8,1,2,1,1
80833,2025-04-30,Midwest,UPS,Rural,611.9,2,3,1,1
80834,2025-02-17,Northeast,UPS,Rural,414.9,1,4,1,3
80835,2025-03-09,Northeast,UPS,Suburban,527.4,2,2,0,0
80836,2025-12-05,West,DHL,Suburban,447.5,5,3,0,0
80837,2025-03-26,South,DHL,Suburban,88.9,3,3,0,0
80838,2025-10-03,Midwest,UPS,Urban,269.1,3,2,0,0
80839,2025-09-13,South,USPS,Suburban,556.9,2,3,1,1
80840,2025-07-24,South,DHL,Urban,440.6,2,4,1,2
80841,2025-08-21,Northeast,USPS,Rural,541.6,2,4,1,2
80842,2025-03-06,South,DHL,Suburban,291.3,1,1,0,0
80843,2025-11-13,South,UPS,Rural,159.0,2,5,1,3
80844,2025-03-20,Midwest,USPS,Urban,664.7,2,2,0,0
80845,2025-01-14,Midwest,FedEx,Suburban,304.2,2,1,0,0
80846,2025-11-21,South,DHL,Suburban,525.7,2,4,1,2
80847,2025-11-01,South,USPS,Rural,308.1,5,6,1,1
80848,2025-06-18,Midwest,UPS,Urban,742.2,1,2,1,1
80849,2025-06-08,Northeast,USPS,Urban,793.6,1,3,1,2
80850,2025-04-26,Midwest,FedEx,Suburban,520.9,3,2,0,0
80851,2025-12-12,Midwest,FedEx,Suburban,483.7,3,3,0,0
80852,2025-07-11,Midwest,USPS,Urban,673.5,5,5,0,0
80853,2025-12-11,Midwest,FedEx,Rural,415.4,2,3,1,1
80854,2025-07-02,Midwest,DHL,Urban,696.3,2,2,0,0
80855,2025-08-19,Northeast,FedEx,Suburban,333.3,5,6,1,1
80856,2025-06-17,West,USPS,Urban,30.4,5,6,1,1
80857,2025-01-15,Midwest,USPS,Urban,741.6,5,5,0,0
80858,2025-07-12,Midwest,DHL,Rural,578.6,5,6,1,1
80859,2025-08-21,Northeast,DHL,Suburban,411.1,1,1,0,0
80860,2025-09-20,West,USPS,Rural,756.2,5,6,1,1
80861,2025-02-23,South,UPS,Rural,710.0,5,4,0,0
80862,2025-06-29,Northeast,DHL,Rural,91.2,3,5,1,2
80863,2025-01-04,Midwest,UPS,Suburban,501.4,3,3,0,0
80864,2025-09-14,South,FedEx,Rural,432.8,3,3,0,0
80865,2025-12-27,Northeast,FedEx,Urban,622.3,2,1,0,0
80866,2025-11-18,South,DHL,Urban,244.1,3,4,1,1
80867,2025-08-28,Northeast,DHL,Urban,11.5,5,5,0,0
80868,2025-06-12,Northeast,USPS,Urban,152.4,2,3,1,1
80869,2025-12-03,South,FedEx,Rural,172.7,3,3,0,0
80870,2025-05-18,West,DHL,Suburban,236.7,2,3,1,1
80871,2025-11-20,South,USPS,Rural,299.5,2,3,1,1
80872,2025-08-17,South,UPS,Urban,566.7,3,4,1,1
80873,2025-04-12,West,USPS,Rural,64.0,2,4,1,2
80874,2025-07-12,South,FedEx,Urban,391.8,2,1,0,0
80875,2025-11-03,West,USPS,Rural,401.4,5,6,1,1
80876,2025-01-30,West,USPS,Rural,494.6,5,6,1,1
80877,2025-10-22,West,DHL,Urban,251.9,1,1,0,0
80878,2025-09-04,Midwest,USPS,Suburban,211.5,3,3,0,0
80879,2025-08-09,Northeast,FedEx,Suburban,389.7,2,1,0,0
80880,2025-06-21,Midwest,USPS,Urban,529.4,2,3,1,1
80881,2025-06-09,Northeast,USPS,Urban,40.5,2,4,1,2
80882,2025-06-21,Midwest,FedEx,Rural,238.4,2,4,1,2
80883,2025-03-04,West,UPS,Suburban,630.9,2,3,1,1
80884,2025-03-02,Midwest,UPS,Urban,389.9,1,2,1,1
80885,2025-03-06,Northeast,FedEx,Urban,761.7,2,2,0,0
80886,2025-06-18,Midwest,UPS,Suburban,694.7,3,6,1,3
80887,2025-03-22,South,USPS,Urban,278.4,1,1,0,0
80888,2025-09-04,South,DHL,Suburban,582.4,2,1,0,0
80889,2025-09-25,West,FedEx,Suburban,223.1,1,2,1,1
80890,2025-09-15,Midwest,USPS,Urban,144.4,2,3,1,1
80891,2025-03-14,Midwest,DHL,Suburban,705.4,1,1,0,0
80892,2025-11-28,Northeast,USPS,Suburban,283.4,2,2,0,0
80893,2025-07-07,Northeast,FedEx,Rural,166.7,3,4,1,1
80894,2025-01-25,Midwest,USPS,Suburban,772.2,3,3,0,0
80895,2025-08-16,Northeast,FedEx,Rural,29.7,3,5,1,2
80896,2025-04-28,South,USPS,Urban,296.7,2,2,0,0
80897,2025-04-18,South,DHL,Suburban,35.5,5,5,0,0
80898,2025-08-30,West,DHL,Urban,405.8,2,2,0,0
80899,2025-04-09,South,DHL,Suburban,323.9,1,2,1,1
80900,2025-01-22,Northeast,UPS,Suburban,577.9,5,6,1,1
80901,2025-02-25,Northeast,USPS,Rural,763.5,1,2,1,1
80902,2025-05-29,Northeast,USPS,Rural,418.2,5,4,0,0
80903,2025-11-07,Northeast,DHL,Rural,231.9,2,3,1,1
80904,2025-02-09,Midwest,FedEx,Urban,698.4,1,2,1,1
80905,2025-05-30,Midwest,UPS,Urban,485.6,5,6,1,1
80906,2025-05-01,Midwest,USPS,Urban,445.0,1,1,0,0
80907,2025-09-17,Midwest,USPS,Urban,154.9,2,2,0,0
80908,2025-01-26,South,UPS,Urban,37.3,2,2,0,0
80909,2025-04-22,Northeast,UPS,Suburban,371.8,3,5,1,2
80910,2025-01-23,South,DHL,Rural,424.8,1,1,0,0
80911,2025-06-18,Northeast,UPS,Suburban,106.0,3,4,1,1
80912,2025-11-10,Midwest,DHL,Rural,52.2,3,3,0,0
80913,2025-09-21,South,UPS,Rural,176.8,1,1,0,0
80914,2025-04-26,Northeast,UPS,Urban,55.2,3,3,0,0
80915,2025-11-03,Midwest,USPS,Rural,49.6,5,4,0,0
80916,2025-08-19,West,DHL,Urban,358.1,5,4,0,0
80917,2025-07-08,Northeast,UPS,Suburban,649.1,2,1,0,0
80918,2025-09-14,West,UPS,Urban,532.9,3,4,1,1
80919,2025-04-30,Northeast,USPS,Urban,545.1,3,5,1,2
80920,2025-10-13,Midwest,FedEx,Urban,213.6,5,4,0,0
80921,2025-09-30,South,USPS,Urban,13.8,2,2,0,0
80922,2025-12-24,Northeast,DHL,Rural,363.3,2,3,1,1
80923,2025-06-01,West,FedEx,Rural,304.8,1,2,1,1
80924,2025-03-27,Midwest,UPS,Suburban,758.1,2,5,1,3
80925,2025-11-21,Northeast,DHL,Suburban,62.3,1,2,1,1
80926,2025-12-11,West,FedEx,Urban,622.3,3,2,0,0
80927,2025-11-23,Northeast,DHL,Suburban,311.4,1,2,1,1
80928,2025-09-03,West,USPS,Urban,664.5,3,5,1,2
80929,2025-11-10,Northeast,FedEx,Urban,398.5,1,1,0,0
80930,2025-11-11,South,FedEx,Urban,657.3,2,3,1,1
80931,2025-10-20,South,FedEx,Suburban,376.1,2,2,0,0
80932,2025-06-11,South,UPS,Suburban,324.5,3,2,0,0
80933,2025-04-10,South,USPS,Urban,771.1,2,2,0,0
80934,2025-07-04,Midwest,FedEx,Urban,298.2,3,5,1,2
80935,2025-10-03,South,DHL,Suburban,645.2,1,2,1,1
80936,2025-01-17,Northeast,UPS,Suburban,58.3,1,2,1,1
80937,2025-09-17,Midwest,USPS,Suburban,54.8,2,1,0,0
80938,2025-09-02,Northeast,USPS,Urban,353.3,2,3,1,1
80939,2025-11-02,West,USPS,Urban,470.5,1,3,1,2
80940,2025-12-04,South,USPS,Urban,488.8,2,1,0,0
80941,2025-02-19,Northeast,UPS,Suburban,33.9,3,3,0,0
80942,2025-09-29,Northeast,USPS,Suburban,558.9,2,4,1,2
80943,2025-08-23,Northeast,DHL,Suburban,108.3,2,3,1,1
80944,2025-03-13,West,DHL,Suburban,764.5,1,2,1,1
80945,2025-11-13,West,DHL,Suburban,270.2,2,2,0,0
80946,2025-02-13,West,FedEx,Suburban,212.8,2,4,1,2
80947,2025-11-02,Northeast,USPS,Urban,236.6,3,4,1,1
80948,2025-03-21,West,DHL,Urban,750.2,5,6,1,1
80949,2025-10-13,South,USPS,Rural,388.9,2,3,1,1
80950,2025-02-18,West,UPS,Suburban,350.6,3,2,0,0
80951,2025-04-08,West,DHL,Urban,454.9,3,2,0,0
80952,2025-01-25,Northeast,FedEx,Suburban,745.0,2,1,0,0
80953,2025-08-02,Northeast,FedEx,Urban,250.1,1,1,0,0
80954,2025-02-25,Northeast,UPS,Suburban,148.8,2,3,1,1
80955,2025-09-12,Northeast,DHL,Rural,478.4,2,3,1,1
80956,2025-06-05,South,UPS,Urban,395.9,3,3,0,0
80957,2025-06-10,Northeast,FedEx,Urban,54.3,1,3,1,2
80958,2025-07-13,Midwest,FedEx,Suburban,419.9,3,3,0,0
80959,2025-01-04,Midwest,USPS,Suburban,452.1,3,4,1,1
80960,2025-09-25,Northeast,UPS,Urban,556.8,2,2,0,0
80961,2025-02-05,Northeast,FedEx,Suburban,796.5,2,1,0,0
80962,2025-01-16,South,DHL,Urban,340.2,3,3,0,0
80963,2025-05-17,Midwest,DHL,Urban,410.6,5,5,0,0
80964,2025-03-19,West,FedEx,Suburban,64.6,3,2,0,0
80965,2025-11-07,South,UPS,Suburban,666.1,1,1,0,0
80966,2025-03-14,West,UPS,Suburban,83.0,2,2,0,0
80967,2025-11-16,Northeast,DHL,Urban,747.4,5,7,1,2
80968,2025-09-02,Midwest,FedEx,Suburban,282.1,3,3,0,0
80969,2025-12-12,West,DHL,Urban,273.4,1,1,0,0
80970,2025-08-16,Midwest,UPS,Suburban,266.2,3,2,0,0
80971,2025-07-14,West,FedEx,Urban,760.6,2,1,0,0
80972,2025-09-03,South,DHL,Rural,784.2,2,4,1,2
80973,2025-03-30,Northeast,FedEx,Suburban,778.7,2,3,1,1
80974,2025-09-17,Midwest,USPS,Suburban,565.3,3,1,0,0
80975,2025-10-13,South,DHL,Rural,93.3,2,5,1,3
80976,2025-05-19,Midwest,DHL,Rural,312.2,2,3,1,1
80977,2025-02-20,West,USPS,Urban,235.0,3,5,1,2
80978,2025-05-27,West,UPS,Suburban,568.2,3,3,0,0
80979,2025-08-30,Northeast,DHL,Urban,396.7,2,1,0,0
80980,2025-11-30,West,DHL,Urban,495.1,2,2,0,0
80981,2025-08-20,Northeast,UPS,Rural,11.9,1,2,1,1
80982,2025-01-27,Northeast,FedEx,Rural,627.4,2,3,1,1
80983,2025-12-10,South,USPS,Urban,761.9,2,4,1,2
80984,2025-07-27,Northeast,UPS,Urban,537.2,1,1,0,0
80985,2025-05-18,South,FedEx,Urban,682.3,2,3,1,1
80986,2025-06-04,Midwest,USPS,Urban,385.2,5,6,1,1
80987,2025-01-07,West,FedEx,Suburban,21.1,5,6,1,1
80988,2025-04-25,West,DHL,Suburban,792.4,2,1,0,0
80989,2025-04-02,West,USPS,Urban,51.8,2,2,0,0
80990,2025-12-12,Northeast,FedEx,Urban,158.3,2,3,1,1
80991,2025-03-23,South,USPS,Rural,46.7,1,1,0,0
80992,2025-01-13,South,FedEx,Urban,501.8,3,1,0,0
80993,2025-03-13,South,FedEx,Urban,468.7,3,4,1,1
80994,2025-04-01,Northeast,DHL,Suburban,171.7,5,6,1,1
80995,2025-07-07,West,UPS,Urban,765.5,5,5,0,0
80996,2025-04-15,West,USPS,Suburban,731.2,5,5,0,0
80997,2025-10-27,South,DHL,Urban,227.4,1,2,1,1
80998,2025-03-25,Northeast,USPS,Rural,528.8,5,7,1,2
80999,2025-01-28,West,UPS,Urban,684.9,2,2,0,0
81000,2025-10-06,Northeast,DHL,Urban,291.0,5,4,0,0
81001,2025-01-12,Midwest,UPS,Suburban,206.6,2,4,1,2
81002,2025-11-03,Midwest,DHL,Rural,208.7,2,2,0,0
81003,2025-12-30,Northeast,DHL,Suburban,657.3,1,2,1,1
81004,2025-05-30,Midwest,DHL,Urban,373.1,1,3,1,2
81005,2025-11-14,West,DHL,Urban,573.7,3,3,0,0
81006,2025-01-26,South,FedEx,Suburban,522.0,5,5,0,0
81007,2025-08-02,Northeast,USPS,Suburban,248.4,2,1,0,0
81008,2025-11-10,Midwest,FedEx,Suburban,170.4,1,1,0,0
81009,2025-08-28,South,FedEx,Suburban,105.0,2,1,0,0
81010,2025-08-10,West,FedEx,Suburban,24.0,2,3,1,1
81011,2025-03-09,West,DHL,Urban,69.6,2,1,0,0
81012,2025-09-19,Northeast,DHL,Rural,208.7,1,1,0,0
81013,2025-04-21,South,UPS,Rural,572.3,2,3,1,1
81014,2025-05-10,West,USPS,Suburban,128.2,5,6,1,1
81015,2025-06-08,Northeast,UPS,Rural,421.1,5,6,1,1
81016,2025-10-07,Midwest,UPS,Urban,199.9,2,4,1,2
81017,2025-10-18,South,USPS,Suburban,411.9,5,5,0,0
81018,2025-10-30,West,USPS,Urban,601.3,2,5,1,3
81019,2025-01-31,Midwest,UPS,Rural,216.5,3,3,0,0
81020,2025-03-30,South,UPS,Suburban,281.6,3,3,0,0
81021,2025-11-28,South,UPS,Suburban,579.8,1,3,1,2
81022,2025-04-28,South,DHL,Rural,439.3,2,3,1,1
81023,2025-05-10,West,USPS,Suburban,80.2,5,6,1,1
81024,2025-07-26,South,USPS,Urban,607.7,1,1,0,0
81025,2025-12-26,Midwest,FedEx,Urban,225.6,2,1,0,0
81026,2025-02-28,West,DHL,Urban,311.1,5,6,1,1
81027,2025-04-06,South,DHL,Urban,199.9,1,1,0,0
81028,2025-11-15,Midwest,USPS,Urban,437.0,2,1,0,0
81029,2025-09-03,West,DHL,Urban,567.7,5,5,0,0
81030,2025-05-25,South,UPS,Urban,643.6,5,7,1,2
81031,2025-11-06,Northeast,USPS,Urban,738.1,5,6,1,1
81032,2025-05-05,Northeast,USPS,Urban,290.6,2,2,0,0
81033,2025-01-22,South,DHL,Suburban,746.4,1,2,1,1
81034,2025-12-19,Northeast,USPS,Suburban,495.5,3,1,0,0
81035,2025-10-12,West,DHL,Urban,314.7,3,3,0,0
81036,2025-07-26,South,DHL,Urban,710.4,3,4,1,1
81037,2025-09-15,Midwest,DHL,Rural,465.8,5,6,1,1
81038,2025-10-25,Northeast,UPS,Rural,366.2,5,7,1,2
81039,2025-02-21,South,DHL,Suburban,14.1,3,4,1,1
81040,2025-02-07,West,DHL,Rural,575.4,1,2,1,1
81041,2025-06-02,South,FedEx,Suburban,66.5,1,1,0,0
81042,2025-11-29,Midwest,FedEx,Urban,235.1,2,3,1,1
81043,2025-08-04,Midwest,UPS,Urban,769.5,2,2,0,0
81044,2025-08-11,South,UPS,Urban,128.4,1,1,0,0
81045,2025-05-23,South,DHL,Suburban,252.9,3,3,0,0
81046,2025-04-15,South,FedEx,Urban,746.2,3,4,1,1
81047,2025-01-10,South,UPS,Suburban,273.5,3,2,0,0
81048,2025-08-30,West,USPS,Suburban,266.3,2,1,0,0
81049,2025-04-24,South,USPS,Urban,520.1,2,1,0,0
81050,2025-08-21,West,DHL,Urban,109.4,2,3,1,1
81051,2025-03-10,South,FedEx,Urban,778.3,3,3,0,0
81052,2025-12-31,West,USPS,Suburban,223.6,3,4,1,1
81053,2025-02-13,Midwest,FedEx,Rural,629.6,2,4,1,2
81054,2025-06-18,Northeast,UPS,Suburban,233.7,2,3,1,1
81055,2025-07-30,South,FedEx,Urban,223.9,2,3,1,1
81056,2025-10-03,South,DHL,Urban,50.7,5,5,0,0
81057,2025-04-17,Midwest,FedEx,Rural,99.9,1,3,1,2
81058,2025-06-16,Northeast,USPS,Urban,420.0,3,4,1,1
81059,2025-07-24,Midwest,FedEx,Urban,463.6,1,1,0,0
81060,2025-04-29,Midwest,FedEx,Suburban,653.6,2,2,0,0
81061,2025-04-19,South,FedEx,Urban,52.9,2,2,0,0
81062,2025-08-27,South,UPS,Rural,288.1,5,7,1,2
81063,2025-01-08,Midwest,DHL,Suburban,164.1,1,1,0,0
81064,2025-02-12,South,USPS,Rural,289.5,5,6,1,1
81065,2025-10-24,South,USPS,Suburban,286.7,3,5,1,2
81066,2025-05-12,South,FedEx,Suburban,286.7,3,4,1,1
81067,2025-07-25,Northeast,FedEx,Rural,251.2,2,3,1,1
81068,2025-10-07,Northeast,UPS,Suburban,612.4,5,4,0,0
81069,2025-08-27,South,DHL,Urban,553.3,2,3,1,1
81070,2025-10-04,Midwest,USPS,Urban,276.5,2,1,0,0
81071,2025-02-15,Northeast,DHL,Urban,121.5,3,2,0,0
81072,2025-07-17,Midwest,USPS,Urban,417.0,2,2,0,0
81073,2025-05-01,West,FedEx,Suburban,735.5,2,2,0,0
81074,2025-10-27,West,UPS,Urban,103.2,5,7,1,2
81075,2025-08-08,South,UPS,Urban,603.7,3,4,1,1
81076,2025-12-22,Midwest,FedEx,Urban,481.5,2,3,1,1
81077,2025-10-16,Midwest,FedEx,Rural,472.9,2,3,1,1
81078,2025-04-04,West,FedEx,Suburban,748.1,3,3,0,0
81079,2025-10-19,Northeast,DHL,Suburban,765.0,3,4,1,1
81080,2025-06-02,Midwest,FedEx,Urban,198.9,2,3,1,1
81081,2025-01-13,Midwest,DHL,Urban,647.7,2,3,1,1
81082,2025-07-26,Northeast,FedEx,Urban,498.5,2,3,1,1
81083,2025-09-12,South,UPS,Suburban,330.0,2,2,0,0
81084,2025-06-07,West,DHL,Urban,534.2,5,5,0,0
81085,2025-09-27,Midwest,UPS,Rural,765.0,5,4,0,0
81086,2025-11-02,South,FedEx,Suburban,415.9,2,2,0,0
81087,2025-03-09,South,FedEx,Urban,752.4,2,2,0,0
81088,2025-09-14,South,USPS,Rural,516.1,3,4,1,1
81089,2025-07-08,Northeast,DHL,Suburban,388.9,3,3,0,0
81090,2025-01-03,South,DHL,Suburban,517.1,1,2,1,1
81091,2025-08-25,Midwest,DHL,Urban,484.0,2,1,0,0
81092,2025-05-12,South,DHL,Rural,340.2,2,2,0,0
81093,2025-06-20,South,UPS,Suburban,452.2,5,5,0,0
81094,2025-09-27,South,DHL,Urban,564.1,3,2,0,0
81095,2025-03-30,West,UPS,Suburban,671.9,1,5,1,4
81096,2025-04-13,Midwest,FedEx,Urban,246.9,5,3,0,0
81097,2025-05-05,West,UPS,Rural,16.6,5,7,1,2
81098,2025-03-08,West,DHL,Rural,443.2,2,4,1,2
81099,2025-09-20,South,UPS,Suburban,394.0,3,3,0,0
81100,2025-01-08,South,DHL,Urban,48.1,3,4,1,1
81101,2025-02-13,South,UPS,Suburban,507.8,3,4,1,1
81102,2025-05-15,Northeast,USPS,Urban,753.4,3,4,1,1
81103,2025-09-05,Midwest,DHL,Urban,324.8,3,1,0,0
81104,2025-10-31,Northeast,UPS,Suburban,716.0,5,6,1,1
81105,2025-11-14,Midwest,DHL,Urban,651.4,2,3,1,1
81106,2025-01-25,South,FedEx,Suburban,133.6,1,4,1,3
81107,2025-07-15,Midwest,UPS,Urban,630.9,1,1,0,0
81108,2025-07-11,Midwest,UPS,Rural,415.8,1,2,1,1
81109,2025-05-02,West,USPS,Urban,735.3,2,2,0,0
81110,2025-09-17,Midwest,DHL,Suburban,155.6,2,2,0,0
81111,2025-02-16,Midwest,UPS,Suburban,104.4,5,4,0,0
81112,2025-07-28,West,USPS,Urban,196.8,5,7,1,2
81113,2025-10-28,Northeast,USPS,Suburban,52.4,3,4,1,1
81114,2025-03-30,Midwest,USPS,Suburban,259.5,5,6,1,1
81115,2025-01-03,Northeast,DHL,Suburban,230.0,2,2,0,0
81116,2025-05-25,Northeast,DHL,Urban,335.9,2,2,0,0
81117,2025-01-22,South,UPS,Suburban,373.1,2,2,0,0
81118,2025-02-08,Midwest,DHL,Suburban,120.1,1,1,0,0
81119,2025-10-22,West,DHL,Suburban,497.4,5,6,1,1
81120,2025-04-17,West,FedEx,Rural,182.7,3,4,1,1
81121,2025-04-10,South,DHL,Urban,101.9,1,2,1,1
81122,2025-09-29,West,FedEx,Urban,568.5,2,3,1,1
81123,2025-08-17,Midwest,UPS,Urban,23.1,2,1,0,0
81124,2025-10-12,Northeast,USPS,Urban,297.9,1,1,0,0
81125,2025-07-25,Northeast,FedEx,Urban,119.8,2,4,1,2
81126,2025-03-12,West,UPS,Urban,706.8,3,4,1,1
81127,2025-06-18,West,FedEx,Suburban,660.4,5,5,0,0
81128,2025-07-04,West,DHL,Urban,53.1,5,6,1,1
81129,2025-11-29,Northeast,UPS,Rural,442.6,2,2,0,0
81130,2025-07-27,Midwest,USPS,Urban,239.8,2,4,1,2
81131,2025-12-21,Midwest,FedEx,Rural,158.1,5,5,0,0
81132,2025-09-28,Midwest,DHL,Urban,252.7,3,4,1,1
81133,2025-12-12,Midwest,UPS,Suburban,653.6,3,3,0,0
81134,2025-05-15,Midwest,DHL,Urban,51.0,3,3,0,0
81135,2025-05-26,South,UPS,Suburban,520.3,2,3,1,1
81136,2025-12-11,West,FedEx,Rural,731.1,1,3,1,2
81137,2025-05-29,Midwest,UPS,Suburban,361.2,5,5,0,0
81138,2025-04-26,South,FedEx,Rural,721.7,2,1,0,0
81139,2025-07-06,Midwest,UPS,Urban,725.9,3,2,0,0
81140,2025-01-20,West,DHL,Rural,489.6,2,3,1,1
81141,2025-12-04,Midwest,DHL,Urban,367.4,1,1,0,0
81142,2025-09-01,Midwest,FedEx,Suburban,591.4,2,3,1,1
81143,2025-03-08,Midwest,USPS,Urban,733.4,1,2,1,1
81144,2025-03-03,West,FedEx,Suburban,545.6,1,2,1,1
81145,2025-10-01,Northeast,DHL,Suburban,171.6,2,4,1,2
81146,2025-12-13,West,UPS,Suburban,656.9,3,4,1,1
81147,2025-04-20,Northeast,USPS,Rural,761.5,5,6,1,1
81148,2025-02-25,South,DHL,Urban,331.2,3,3,0,0
81149,2025-03-26,South,USPS,Rural,559.6,1,2,1,1
81150,2025-09-21,Midwest,FedEx,Rural,416.9,3,4,1,1
81151,2025-04-17,Midwest,DHL,Urban,94.0,2,3,1,1
81152,2025-01-12,Midwest,FedEx,Urban,283.1,3,3,0,0
81153,2025-06-25,West,DHL,Urban,135.2,1,2,1,1
81154,2025-12-25,Midwest,DHL,Urban,540.5,2,3,1,1
81155,2025-11-15,Northeast,FedEx,Rural,467.8,5,6,1,1
81156,2025-01-27,South,DHL,Urban,31.7,2,2,0,0
81157,2025-10-18,South,USPS,Urban,54.0,1,1,0,0
81158,2025-05-10,South,USPS,Urban,212.3,2,5,1,3
81159,2025-08-15,Northeast,FedEx,Urban,597.2,2,2,0,0
81160,2025-05-16,Midwest,UPS,Urban,105.8,3,5,1,2
81161,2025-01-20,Northeast,USPS,Urban,167.8,5,7,1,2
81162,2025-09-21,Northeast,DHL,Rural,726.6,3,2,0,0
81163,2025-11-20,West,FedEx,Urban,439.2,3,3,0,0
81164,2025-06-08,West,UPS,Urban,498.6,3,3,0,0
81165,2025-06-09,South,FedEx,Rural,367.3,1,4,1,3
81166,2025-12-08,Northeast,USPS,Suburban,243.3,1,3,1,2
81167,2025-01-26,South,DHL,Urban,203.1,2,1,0,0
81168,2025-03-22,Northeast,USPS,Urban,473.4,1,1,0,0
81169,2025-01-18,South,FedEx,Urban,379.4,3,5,1,2
81170,2025-03-10,South,DHL,Suburban,325.4,1,1,0,0
81171,2025-05-10,Midwest,UPS,Urban,557.0,2,3,1,1
81172,2025-05-15,South,USPS,Suburban,326.3,2,2,0,0
81173,2025-10-30,West,FedEx,Suburban,34.2,2,1,0,0
81174,2025-08-06,Northeast,DHL,Urban,672.5,3,5,1,2
81175,2025-11-06,South,FedEx,Suburban,258.1,5,5,0,0
81176,2025-01-15,Northeast,UPS,Rural,757.4,2,3,1,1
81177,2025-07-05,South,UPS,Rural,704.2,3,3,0,0
81178,2025-07-14,West,USPS,Suburban,191.0,1,1,0,0
81179,2025-07-10,Midwest,UPS,Suburban,772.5,1,1,0,0
81180,2025-08-22,Midwest,UPS,Urban,683.6,1,1,0,0
81181,2025-03-07,Northeast,USPS,Suburban,788.1,2,4,1,2
81182,2025-03-22,South,FedEx,Suburban,544.0,3,4,1,1
81183,2025-02-05,West,USPS,Suburban,744.9,1,2,1,1
81184,2025-08-23,Northeast,USPS,Suburban,553.6,2,2,0,0
81185,2025-01-17,Midwest,DHL,Rural,684.8,1,2,1,1
81186,2025-01-02,Northeast,UPS,Suburban,490.3,3,4,1,1
81187,2025-02-02,Northeast,UPS,Suburban,743.7,3,1,0,0
81188,2025-12-15,South,FedEx,Urban,416.9,3,3,0,0
81189,2025-05-14,West,UPS,Urban,590.6,2,1,0,0
81190,2025-12-22,Midwest,FedEx,Urban,734.0,3,4,1,1
81191,2025-12-10,Midwest,DHL,Suburban,340.8,2,1,0,0
81192,2025-09-24,West,FedEx,Urban,26.0,1,1,0,0
81193,2025-01-05,South,FedEx,Suburban,94.9,3,2,0,0
81194,2025-10-13,West,DHL,Rural,777.7,3,6,1,3
81195,2025-12-13,West,USPS,Rural,699.2,5,8,1,3
81196,2025-04-01,South,DHL,Rural,389.3,5,7,1,2
81197,2025-06-01,South,UPS,Urban,768.9,3,4,1,1
81198,2025-04-28,Midwest,UPS,Urban,152.6,5,5,0,0
81199,2025-03-02,Midwest,DHL,Urban,93.2,3,3,0,0
81200,2025-12-24,South,FedEx,Urban,483.1,1,1,0,0
